target,text,自我导向,刺激,享乐主义,成就,权力,安全,传统,遵从,慈善,大同主义
大爷怒斥夜市悬挂日式雨伞,我们需要文化自信，同时也主张文化多元化，文化自信是一个国家，一个民族发展中最基本，最深沉，最持久的力量，文化多元是吸收别国文化的精髓，去其糟粕，增强老百姓文化丰富性,0,0,0,1,0,0,1,0,0,1
大爷怒斥夜市悬挂日式雨伞,现在以倭代华的现象实在是太泛滥了，如果没有人敏感没有人在乎我们只会丢失越来越多的文化阵地,0,0,0,1,0,0,1,0,0,1
大爷怒斥夜市悬挂日式雨伞,这些说国人敏感，国潮，这些人就是生在和平年代说这种话，都淡忘国耻的了，但是大爷没忘，大爷生在那个年代，这些耻辱永远记得，所以一定要勿忘国耻振兴民族才对,0,0,0,1,0,0,1,0,0,1
大爷怒斥夜市悬挂日式雨伞,反应过度，闲得蛋疼，现在主题是开放发展,0,0,0,1,0,0,1,0,0,1
大爷怒斥夜市悬挂日式雨伞,以倭代唐，的事情还少了吗，什么民粹主义啊，请你们去跟，以上仇恨中国人日本说去吧，少来管教中国人，日本侵华道歉了吗，赔钱了吗，中国人骂日本是天经地义的事情,0,0,0,1,0,0,1,0,0,1
大爷怒斥夜市悬挂日式雨伞,现在都敏感到这个程度了，文化自信呢，一把别国的图案的伞都容不下，是不是全世界都应该互相禁止他国元素比较好,0,0,0,1,0,0,1,0,0,1
大爷怒斥夜市悬挂日式雨伞,真的很好笑，每一代人收的教育不一样，这个大爷，和我外公是一辈的，他们离战争年代更近，他们确实不喜欢日本有错吗，大爷也没有任何过激的举动，还有说汉服的，你看看和服和汉服一样嘛，扇子上画的樱花，我觉得咱们国家一般都是梅兰竹菊，人家文化入侵，你笑中国人敏感,1,0,0,1,0,0,1,0,0,1
大爷怒斥夜市悬挂日式雨伞,大爷也不要太敏感，矫枉过正，同时还要注意保护和宣传我们自己的传统很重要,0,0,0,1,0,0,1,0,0,1
大爷怒斥夜市悬挂日式雨伞,好多反骨仔，日本现在属于中国的敌对国，严重侵害中国利益，跟中国还有领土纠纷，日本在地球也是前列的反中国家，反日在中国永远是政治正确，是不能退让的红线,0,0,0,1,0,0,1,0,0,1
大爷怒斥夜市悬挂日式雨伞,太敏感了，有些几十年前的味道了，即便是雨伞上有日元素，下面不还有一家章鱼小丸子吗，日料店日货到处都是，都是互赢互利的东西，和漂亮国搞成那样，难道把他们的商品都关在国门外吗，爱国，不是这个样子的，允悲，允悲，允悲，同样的，我们的中国元素也在影响着他们,0,0,0,1,0,0,1,0,0,1
大爷怒斥夜市悬挂日式雨伞,属实找到流量密码了，柿子专挑软的捏，这么坚持中华文化，别人开会你也怒斥一下大伙都穿西装吧,0,0,0,1,0,0,1,0,0,1
大爷怒斥夜市悬挂日式雨伞,文化自信很难吗，是对中国文化没有信心吗，一定要每天耳提命面的提起中国文化才不是忘本吗，文化自信难道不是我见过了世界上所有国家的风采，而我依然热爱我们的国家，我们的文化，所以国人到底在怕什么，怕我们不如别人吗,0,0,0,1,0,0,1,0,0,1
大爷怒斥夜市悬挂日式雨伞,我们的文化是包容性的文化，同化能力很强，所以千百年来，我们的文化一直延续着，从未断过，看看其他文明古国，他们的文化去了哪里，每当外来文化到来，我们从未惧怕过，时间一久，它们自然而然的会被我们同化，会融入我们，成为我们文化的一部分,0,0,0,1,0,0,1,0,0,1
大爷怒斥夜市悬挂日式雨伞,在中国用外国文化，崇洋媚外，二鬼子,0,0,0,1,0,0,1,0,0,1
大爷怒斥夜市悬挂日式雨伞,好的文化也应该吸收啊不是吗，一味固步自封也不利于发展啊,0,0,0,1,0,0,1,0,0,0
大爷怒斥夜市悬挂日式雨伞,日式伞好看啊还不准人摆不准人喜欢啊,1,0,0,1,0,0,1,0,0,0
大爷怒斥夜市悬挂日式雨伞,发现不对我建议是直接去找工作人员沟通，公共场合还是要注意别影响别人的,0,0,0,1,0,0,1,0,0,1
大爷怒斥夜市悬挂日式雨伞,文化包容心，包容日本文化吗，正常贸易支持，动歪心思的还是省省吧,0,0,0,1,0,0,1,0,0,1
大爷怒斥夜市悬挂日式雨伞,我们的文化是包容性的文化，同化能力很强，所以千百年来，我们的文化一直延续着，从未断过，看看其他文明古国，他们的文化去了哪里，每当外来文化到来，我们从未惧怕过，时间一久，它们自然而然的会被我们同化，会融入我们，成为我们文化的一部分,0,0,0,1,0,0,1,0,0,1
大爷怒斥夜市悬挂日式雨伞,我真觉得现在有些人真是太敏感，我们一边喊着要全球化交流，怒斥美国搞自己的小圈子，反全球化，另外一群人对外来文化极度反感，尤其在遇到日本相关元素时站在道德制高点上痛批，但不要忘了我们现在跟日本是正常的邦交国家，国内有日语学校，有日企，日本商品,0,0,0,1,0,0,1,0,0,1
大爷怒斥夜市悬挂日式雨伞,大爷要豁达点,0,0,0,1,0,0,1,0,0,0
大爷怒斥夜市悬挂日式雨伞,别国过春节一个劲叫好，自己挂把伞就破防了，浑身是点，处处都敏感,0,0,0,1,0,0,1,0,0,1
大爷怒斥夜市悬挂日式雨伞,爱国不是盲目爱国，真怕有一天我吃章鱼小丸子被人揍一拳说我不爱国，吃惊,0,0,0,1,0,0,1,0,0,1
大爷怒斥夜市悬挂日式雨伞,喜欢日式的把日本国旗挂你家门口吧，现在日式的东西都渗透到什么地步了,0,0,0,1,0,0,1,0,0,1
大爷怒斥夜市悬挂日式雨伞,多的是小鬼子的东西，随便路过一个地方拍的，可能是刀没捅在他们自己身上，那些人就非常麻木吧,0,0,0,1,0,0,1,0,0,0
大爷怒斥夜市悬挂日式雨伞,疯狗一样，照这样国外的唐人街都应该拆除，微笑,0,0,0,1,0,0,1,0,0,0
大爷怒斥夜市悬挂日式雨伞,印鬼子图算什么国潮，就是一个不伦不类的混合物，大爷指出来没有问题，你说不要以倭代华，丁是丁，卯是卯，不要指鹿为马，二鬼子就说文化不自信，不包容巴拉巴拉，这二者有什么关系吗，维护自身文化的特色和传承就是文化不自信了，简直是鸡同鸭讲，胡搅蛮缠,0,0,0,1,0,0,1,0,0,0
大爷怒斥夜市悬挂日式雨伞,说实话嗷，文化入侵就是不动声色潜移默化的，现在去淘宝上搜筷子，跳出来的都是日式韩式，甚至盘子上明明是国画，标题上都是日式，太敏感未尝是坏事，嘘,0,0,0,1,0,0,1,0,0,1
大爷怒斥夜市悬挂日式雨伞,建议是中日断交，停止所有合作，奥，忘了还有小棒子，我觉得还是直接发兵剿灭比较好,0,0,0,1,0,0,1,0,0,1
大爷怒斥夜市悬挂日式雨伞,真怕大爷忍不住去砸日本车啊，太英勇了,0,0,0,1,0,0,1,0,0,0
大爷怒斥夜市悬挂日式雨伞,就是以倭代华，凭什么不让人说，在这说包容的不是精日就是被人卖了还帮人数钱的傻子,0,0,0,1,0,0,1,0,0,1
大爷怒斥夜市悬挂日式雨伞,这也算是一种文化入侵，警惕文化入侵，现在以倭代华的还少吗，影视剧，和果子说成唐果子，没到樱花开的季节就是赏樱花，本土的桃花，杏花，梅花那个不比樱花美，文化自信不是说是让别人取代你的文化而是求同异存，尊重他国文化，也要保护我们自己的文化,0,0,0,1,0,0,1,0,0,1
大爷怒斥夜市悬挂日式雨伞,无所谓，民粹就民粹，我认为正常中国人对日本的厌恶和憎恨是天然正义的,0,0,0,1,0,0,1,0,0,1
大爷怒斥夜市悬挂日式雨伞,别骂，谁敢骂啊，骂就是文化不自信，我文化自信和骂和服日风有什么冲突的吗，二鬼子老是拿文化不自信来说事，我们抵制的从来都不是一件和服，是和服代表的军国主义，是利用和服搞文化入侵的黑手,0,0,0,1,0,0,1,0,0,1
大爷怒斥夜市悬挂日式雨伞,取其精华，去其糟粕，合着所有外来文化都是糟粕是吧,0,0,0,1,0,0,1,0,0,1
电动时代驾驶乐趣在哪儿,"电动汽车的乐趣之一在于,速度,响应快",0,1,1,0,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"不管是电动的车,还是耗油的车,驾驶员享受的更多的是在路上探索的感觉",0,1,1,0,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,电动车听不到那种轰鸣的引擎声，比较安静,0,0,1,0,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"驾驶新能源车最吸引我的地方就是低碳大同主义又方便了吧,废气排放量低,噪音也不大",0,0,1,0,0,1,0,0,0,1
电动时代驾驶乐趣在哪儿,"驾驶有个狗屁乐趣,车就是满足生活需求的,质量可靠就好",0,0,1,0,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"电动车是未来的大趋势,目前还不太行,主要是电池,电动车是咱们超过欧美日韩的希望,因为汽车的很多技术专利,都掌握在人家手里,而咱们的创新能力不足,工匠精神也不怎么行",0,0,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"乐趣再于天气冷了亏电,十分担心续航,不充满怕回不了家,充满了依旧担心续航虚,挺好的,苦涩",0,0,1,0,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"小时候睡炕要用火加热,后来用电热毯,再后来地暖,越来越方便,越来越舒适,也并没有影响实际体验,所以科技的进步是很重要的",0,0,1,1,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"开着新的电动车,再也不用担心油价的上涨,毕竟这个要便宜多了",0,0,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"现在的新能源电动车都充满着高级感,首先外观都很吸引我,最主要的还是省钱",0,0,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"从性价比程度上来说,新能源汽车是非常值得的加选购的,还节能大同主义",0,0,1,1,0,0,0,0,0,1
电动时代驾驶乐趣在哪儿,"现在就是电动时代,这种科技满满的新能源车,真的是给我带来了很大的方便",0,0,1,1,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"现在是电动时代,高科技的发展,新能源汽车越来越智能化了,自动泊车真的是给我们带来了很大的方便",0,0,1,1,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"相比现在的油,价,真的是电动车还是非常深受大家的欢迎的,毕竟还是可以节约一部分钱的",0,0,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"现在新能源汽车真的很受欢迎,而且储电量也很强,关键是开到哪里都不用担心费油",0,0,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"反正我个人是比较喜欢电动汽车的,一是比较省油,二是低碳大同主义",0,0,1,1,0,0,0,0,0,1
电动时代驾驶乐趣在哪儿,"其实我觉得电动汽车没有什么噪音,而且还没有汽油味儿,所以我不会晕车",0,0,1,0,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"电动车开起来很方便,而且节能大同主义,便于我们出行,这也不限号,想什么时候开都可以",0,0,1,0,0,1,0,0,0,1
电动时代驾驶乐趣在哪儿,"能源汽车的加速性能和操作性能都是相当的给力,对于新手朋友来说,非常易操作的",0,0,1,0,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"起码心没有那么痛了,燃油车太贵了,养不起,电动车绿色大同主义还节约一点",0,0,1,1,0,0,0,0,0,1
电动时代驾驶乐趣在哪儿,"主要是节能大同主义,现在油太贵了,而且有了电动的,再也不需要听发动机的轰鸣声了,体验感很好,驾驶过电动汽车之后再也不想驾驶以前的车了",0,0,1,1,0,1,0,0,0,1
电动时代驾驶乐趣在哪儿,"现在真的觉得电车是我买车的首选了,因为电车真的现在可以几乎平替油车而且比较的合算",0,0,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"从踩油门到踩电门,这一脚下去的价钱就不一样",0,0,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"自动驾驶就是可以满足更大的体验感,人车合一简直太棒了",0,1,1,0,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"不得不说,我还是很喜欢电动汽车出行的,不仅没有发动机的轰鸣声,还有推背感,谁不爱",0,0,1,0,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"反正我觉得毕竟现在油比较贵,现在的年轻人越来越喜欢新能源车了,低碳大同主义呀",0,0,1,1,0,0,0,0,0,1
电动时代驾驶乐趣在哪儿,确实是能够把成本降低,0,0,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"电车带给我的体验和油车很不一样,驾驶乐趣因人而异的,每个人的体验也不同",0,1,1,0,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"电动汽车就是香啊,用过的家人们都知道吧,节能大同主义",0,0,1,0,0,0,0,0,0,1
电动时代驾驶乐趣在哪儿,"电动汽车现在的发展越来越好了,我出行很喜欢选择它,毕竟方便又大同主义",0,0,1,1,0,1,0,0,0,1
电动时代驾驶乐趣在哪儿,我觉得这样的出行也是会更加的自在了,1,0,1,0,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"现在的人都越来越多,选择电车了,毕竟现在的油价非常的贵,还是开电车比较便宜",0,0,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"现在大家都讲究低碳大同主义了,所以说电车出行真的很舒服",0,0,1,0,0,1,0,0,0,1
电动时代驾驶乐趣在哪儿,"主要就是因为轻便小巧,而且操作过程也简单,不至于说让自己有一点捉襟见肘的感觉",0,0,1,0,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"感觉大家现在选择车都会选电动汽车,就很方便啊",0,0,1,0,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"我家就是电动汽车,节能大同主义",0,0,1,0,0,0,0,0,0,1
电动时代驾驶乐趣在哪儿,"它的科技感非常的强,这一点我很喜欢,而且有种人车合一的体验感",1,1,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"我觉得这样的车是真的很让人喜欢,因为这种车子出门作为一个代步工具来说,再合适不过了",1,0,1,0,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"我觉得电动汽车比较方便,不用担心油价",0,0,1,1,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"电动驾驶的首要特点就是给人的感觉特别安静,你能够完全的投入到驾车的氛围当中去,这一点是非常棒的",0,0,1,0,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"对于电动驾驶来说是有很大的优点的,比如说它比较的稳,憋在转弯的时候也能够体现出来",0,0,1,0,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"我个人在对于电动车上面还是比较偏爱的,充电的话,比起加油来确实要便宜很多呀,哈哈",0,0,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"新能源汽车相比传统燃油汽车我觉得更强,驾驶层面,新能源汽车的起步也平稳,加速也快,体验也出色",0,0,1,0,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"不知道是我的错觉还是什么,我是觉得电动的车开起来好像更好操控一点",0,0,1,0,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,出行也可以更加大同主义节能,0,0,1,0,0,0,0,0,0,1
电动时代驾驶乐趣在哪儿,"节能大同主义,相信这就是电动最大的优势了",0,0,1,0,0,0,0,0,0,1
电动时代驾驶乐趣在哪儿,"我觉得跟燃油汽车比电动汽车更加的平稳,而且还是低碳大同主义,减少二氧化碳的排放量",0,0,1,0,0,1,0,0,0,1
电动时代驾驶乐趣在哪儿,"现在越来越多的朋友开始买新能源车了,在城市道路开平稳",0,0,1,0,0,1,0,0,0,1
电动时代驾驶乐趣在哪儿,很大程度上已经把这个成本都给降低了吧,0,0,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"我觉得它的体验感更好一点,而且性能总体上也是很不错的",0,0,1,1,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"现在很多人都愿意选择电动车,除了大同主义之外,主要是也很方便的",0,0,1,0,0,1,0,0,0,1
电动时代驾驶乐趣在哪儿,"不是所有人都那么追求那种速度的,更多的是居家日用,电动车方便又安全",0,0,1,0,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,把成本给降低了,0,0,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"会有人车合一的感觉吧,对我来说这感觉很刺激",1,1,1,0,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,感觉还是更舒适一点吧,0,0,1,0,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,我觉得电动驾驶就不会让我们大家去担心成本的问题,0,0,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"安静出行,低碳出行,电动汽车还是我的第一选择,因为没有发动机的轰鸣声",0,0,1,0,0,1,0,0,0,1
电动时代驾驶乐趣在哪儿,"不用再加油啦,真的越来越加不起了",0,0,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,可能是因为能够降低出行的成本吧,0,0,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"现在的电车真的特别香了,之前我真的都不知道这么的快捷方便",0,0,1,0,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,给我减少油耗的费用,0,0,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"就是非常的方便,非常的便捷",0,0,1,0,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"安全系数的提高吧,感觉对我们来说驾驶变得更加的轻松了",0,0,1,0,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"不得不说电动时代驾驶的乐趣在于大同主义,新能源没有了燃气的污染,而且汽车的操作体验感也非常的好",0,0,1,0,0,1,0,0,0,1
电动时代驾驶乐趣在哪儿,"现在电动汽车已经是越来越多人的首选了呀,所以说安全必须第一",0,0,1,0,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"我很喜欢电动汽车,所以觉得哪哪都非常的优秀",1,0,1,0,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,当中确实是取决于个人的喜好以及多方面的考虑,1,0,1,0,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,就是特别喜欢去感受这些新的东西,1,1,1,0,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"不得不说真的看到这里,现在的电动汽车发展真的是越来越好呀,各家车企百花齐放",0,0,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"希望新能源车续航能力能变强,半路没电找充电桩很烦恼",0,0,1,0,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"安全性能还是比较高的呀,开着我感觉也非常放心",0,0,1,0,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"相信科技的进步,跟进脚步吧",0,0,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"其实在我们看来,电动时代也是能够更多的去感受新科技,而且性价比方面也非常不错",0,0,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"现在的电动汽车发展的越来越好了,不仅节约能源,而且从外观和内饰都是深受年轻人的喜欢",1,0,1,0,0,0,0,0,0,1
电动时代驾驶乐趣在哪儿,"电动车的安静还用不用闻汽油味,平顺性和稳定性都特别的强,这更是年轻人的首选",0,0,1,0,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"其实对于我们来说,电动车不仅是出行方便,而且在大同主义节约方面也是能够大大的出力一把的",0,0,1,0,0,1,0,0,0,1
电动时代驾驶乐趣在哪儿,"现在的新能源电动车真的是满足了我们很大的需求,对环境的,污染,而且噪音又小,还能节能,省钱,非常给力的",0,0,1,1,0,1,0,0,0,1
电动时代驾驶乐趣在哪儿,"非常的兴奋,高科技的发展,让我们得生活越来越好的,还是蛮开心的",0,0,1,1,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"确实也是,说在大同主义这方面电动车能够提供更大程度上的保障",0,0,1,0,0,0,0,0,0,1
电动时代驾驶乐趣在哪儿,"在性价比这方面也比燃油性价比高,以后会非常受欢迎的呀",0,0,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"其实对于我们来说,也是能够在这当中寻找出更多方面的乐趣,体验更多高科技的新鲜感",0,1,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"不得不说电动车要比燃油汽车的操作性更方便快捷一点,而且有大同主义节能",0,0,1,0,0,1,0,0,0,1
电动时代驾驶乐趣在哪儿,"新能源汽车大同主义,省钱,不用限号出行,效率高,可以节能减排,不用汽油也能上路,可以减少二氧化碳等气体的排放,这也是很吸引人的地方",0,0,1,1,0,1,0,0,0,1
电动时代驾驶乐趣在哪儿,电动车和燃油车比起来性价比一点都没有输过呀,0,0,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"最重要的也是觉得电动方面的车辆也是更好驾驶,而且也能够节约很多方面的支出",0,0,1,1,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"电动驾驶操作方式更加的方便快捷,而且还非常的好学呀,对于我这种笨蛋来说,应该很快可以学会",0,0,1,0,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"最主要的我还是觉得电动车比较大同主义吧,已经看够了,这种燃油车每次发动的时候冒那么大的烟了呀",0,0,1,0,0,0,0,0,0,1
电动时代驾驶乐趣在哪儿,"哈哈哈哈哈哈哈不用自己动手,主要是噪音小,对环境零污染",0,0,1,0,0,1,0,0,0,1
电动时代驾驶乐趣在哪儿,"电动时代驾驶乐趣我觉得在于大同主义,可以看到沿途更美的风景,没有燃油污染的环境一定更加的美好且向往",0,0,1,0,0,0,0,0,0,1
电动时代驾驶乐趣在哪儿,"在现在这个时代,我感觉还是大同主义第一吧,最起码以后我不希望再戴着口罩出门了,冬天也不希望有雾霾了",0,0,1,0,0,0,0,0,0,1
电动时代驾驶乐趣在哪儿,"现在电动汽车越来越成为驾驶人的新宠,其实还是因为充电,花得少呀",0,0,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"纯电动车,太棒了,对环境零污染",0,0,1,0,0,0,0,0,0,1
电动时代驾驶乐趣在哪儿,"不止噪音小,而且还节能省钱",0,0,1,1,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"我觉得电动时代已经成为了主时代,现在很多人都已经用了新能源汽车了,动力平顺,比燃油车更安静",0,0,1,0,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"电动驾驶我觉得还挺不错,出行选择这种方式,大同主义又便捷,我蛮喜欢",0,0,1,0,0,1,0,0,0,1
电动时代驾驶乐趣在哪儿,"我也真的好想拥有一台新能源电动车呀,这样去哪里的话都可以放心了,最起码不用发愁油价了",0,0,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"首先它的价格真的是非常的美丽,而且他特别的大同主义,驾驶的时候特别容易上手",0,0,1,1,0,1,0,0,0,1
电动时代驾驶乐趣在哪儿,"比燃油车安静,赶路,不如感受路",0,0,1,0,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"都各有各的好,不过以后新能源也是趋势会更加向前,很多年轻人都很喜欢这样高颜值的电动车",1,0,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"既然是提到驾驶乐趣,那咱就先不提高不高速,冬不冬季了,电动车,先天的重心低,先天的输出线性,先天的高扭矩,这就足以让新手开起来更加轻松,当然也能让老手在赛道尝试一些更加激进的驾驶,这些都可谓乐趣",0,1,1,0,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"主要就是颜值高很适合女生,大多也都是被它的省油和实用而吸引",1,0,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"之前电车真的被很多很多人都不看好,但是现在已经非常方便了,充电桩也很多了",0,0,1,0,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"其实最大的乐趣就是省油,再也不用担心油价是否涨,是否落,低碳出行更健康",0,0,1,1,0,0,0,0,0,1
电动时代驾驶乐趣在哪儿,"当然是电动颜值更高了,年轻人都选择新能源汽车,也是由于它的性价比还是很高的",1,0,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"感觉新能源汽车就是比较方便,充电也快,一公里算下来才几毛钱,主要是开的时间越长,越省钱,燃油车一个月加油最少都要一千块钱,电车根本用不了,我有次打车,来的就是新能源汽车,感觉动力也挺行,后来去试驾了一些车,其实跟油车差不多,关键是保养费用和养车成本都能省下",0,0,1,1,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,我真的是很喜欢面对旅途中很多很多未知的东西我真的会觉得很棒,1,1,1,0,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"电动最吸引我的也就是大同主义和低碳,这不就是我们梦寐以求的吗,而且性能还很不错",0,0,1,1,0,0,0,0,0,1
电动时代驾驶乐趣在哪儿,"确实是能够把成本降低,让我们出行更加愉快",0,0,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"我觉得还挺不错的,出行选择这种方式,大同主义且方便,我很喜欢",0,0,1,0,0,1,0,0,0,1
电动时代驾驶乐趣在哪儿,"降低成本还方便,也能给我们的生活带来很多的乐趣,值得我们去更多的了解",0,0,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"感觉电动的更加大同主义,而且不用担心油价的飙升",0,0,1,1,0,0,0,0,0,1
电动时代驾驶乐趣在哪儿,"最喜欢的就是在没有什么噪音的情况下体验加速的推背感啊,舒服",0,0,1,0,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"主要就是节能大同主义,不用再闻到难闻的汽油味儿,而且更省钱了是真的",0,0,1,1,0,1,0,0,0,1
电动时代驾驶乐趣在哪儿,"不得不说,电动汽车有电动汽车的好处,出行选择这种低碳大同主义的方式还挺不错的",0,0,1,0,0,0,0,0,0,1
电动时代驾驶乐趣在哪儿,"其实乐趣主要就是在于我能够享受到不同的体验,这是电动汽车带给我的",0,1,1,0,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"又大同主义,也省钱,女生也没有那么追求速度,所以电动就很实用啦",0,0,1,1,0,0,0,0,0,1
电动时代驾驶乐趣在哪儿,"电动时代先不说驾驶乐趣,绿色大同主义这一点很重要,咱身体力行为大同主义做点贡献吧",0,0,1,0,0,0,0,0,0,1
电动时代驾驶乐趣在哪儿,"对于我来说电动的真的是更省钱了,而且更加方便,也不用想着去哪加油",0,0,1,1,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"电动车驾驶容易让我感受到自己确实是在参与环境保护的过程中,所以我觉得这种方式还是挺不错的",0,0,1,0,0,0,0,0,0,1
电动时代驾驶乐趣在哪儿,"我就挺爱电动汽车的,用过的家人们都知道它的方便快捷,最重要的是还很大同主义啊",0,0,1,0,0,1,0,0,0,1
电动时代驾驶乐趣在哪儿,"因为电动时代的驾驶乐趣,其实主要就是来自于我们可以体验到不同的性能啊",0,1,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"作为乘客我是觉得电车要舒服很多诶,宽敞清新又稳稳当当",0,0,1,0,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"反正我是觉得电动车就是代表了科技的发展,我是很享受这种科技的发展",0,0,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"我觉得科技的发展会让电池的安全性更加提高,然后这样的话电车就更受欢迎",0,0,1,1,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"电动汽车正在改变我们的出行方式,不仅仅是因为它们更加大同主义,电动汽车的成本高于同类的汽油车或柴油车,这主要是因为电池生产成本高,虽然它的价格在过去几年已有下降,但是,电比化石燃料便宜,而且,电动汽车的维修保养需求较少",0,0,1,1,0,1,0,0,0,1
电动时代驾驶乐趣在哪儿,"新能源汽车最显著的特点就是大同主义了,可以减少尾气污染",0,0,1,0,0,0,0,0,0,1
电动时代驾驶乐趣在哪儿,"我觉得是干什么出行都更加方便了吧,不会受到交通的限制",0,0,1,0,0,1,0,0,0,0
电动时代驾驶乐趣在哪儿,"电动驾驶是历史发展的必然,也能够让我们感受到一种全新的驾驶方式是非常的有趣的",1,0,1,1,0,0,0,0,0,0
电动时代驾驶乐趣在哪儿,"最吸引我的肯定是大同主义,低碳出行是我一直追求的,而且能解决换挡延迟的问题,性能也更好",0,0,1,1,0,0,0,0,0,1
电动时代驾驶乐趣在哪儿,"每个人的想法都是不一样的哎,对于我来说省油最重要了,这样的驾驶快乐,实在是太能吸引到我了吧",1,0,1,1,0,0,0,0,0,0
